0.36 	4.93 	0 
1.38 	1.28 	0 
4.09 	1.68 	0 
4.06 	1.87 	0 
3.54 	3.64 	0 
2.11 	0.54 	0 
2.73 	1.19 	0 
0.36 	4.93 	0 
4.38 	0.70 	0 
4.94 	2.92 	0 
1.65 	4.43 	0 
3.28 	0.08 	0 
2.83 	1.13 	0 
0.25 	1.41 	0 
3.64 	0.63 	0 
1.77 	4.24 	0 
4.48 	3.18 	0 
1.74 	4.30 	0 
3.64 	0.11 	0 
4.93 	1.41 	0 
4.29 	3.18 	0 
0.38 	2.00 	0 
0.72 	1.45 	0 
1.84 	2.68 	0 
3.14 	4.47 	0 
2.94 	4.07 	0 
2.86 	4.13 	0 
3.26 	4.44 	0 
2.50 	2.39 	0 
2.54 	2.29 	0 
3.12 	1.89 	0 
2.18 	3.10 	0 
2.56 	2.19 	0 
2.49 	2.29 	0 
1.81 	2.85 	0 
3.07 	2.32 	0 
2.62 	3.80 	0 
1.63 	2.84 	0 
3.20 	2.30 	0 
2.57 	3.75 	0 
2.95 	1.60 	0 
2.38 	2.01 	0 
3.78 	2.76 	0 
3.05 	4.23 	0 
3.80 	2.47 	0 
1.53 	0.81 	0 
3.15 	1.66 	0 
4.03 	2.75 	0 
2.42 	3.48 	0 
3.26 	3.83 	0 
2.48 	3.39 	0 
1.41 	4.23 	0 
3.78 	2.69 	0 
3.22 	4.41 	0 
3.95 	2.19 	0 
3.10 	1.62 	0 
1.92 	3.07 	0 
2.58 	3.58 	0 
3.13 	4.05 	0 
1.89 	3.09 	0 
2.75 	3.80 	0 
3.06 	2.11 	0 
3.79 	2.30 	0 
1.37 	0.99 	0 
1.85 	3.39 	0 
1.63 	3.58 	0 
1.40 	3.39 	0 
1.66 	3.37 	0 
1.63 	3.29 	0 
1.73 	3.74 	0 
0.45 	2.84 	0 
0.42 	2.81 	0 
0.76 	3.04 	0 
1.09 	3.09 	0 
0.79 	3.05 	0 
0.69 	2.93 	0 
1.00 	3.21 	0 
0.28 	4.52 	0 
3.24 	0.88 	0 
3.08 	1.32 	0 
3.38 	1.05 	0 
3.13 	1.07 	0 
2.39 	0.62 	0 
2.01 	2.25 	0 
2.10 	2.37 	0 
2.12 	2.25 	0 
2.10 	2.31 	0 
2.58 	4.64 	0 
1.98 	4.78 	0 
2.32 	4.72 	0 
2.35 	4.28 	0 
2.59 	4.43 	0 
2.62 	4.95 	0 
2.69 	4.73 	0 
2.11 	4.71 	0 
2.64 	4.44 	0 
2.63 	1.72 	0 
4.24 	3.97 	0 
2.27 	3.94 	0 
3.99 	3.47 	0 
4.50 	3.80 	0 
4.06 	3.42 	0 
4.14 	3.70 	0 
4.10 	3.52 	0 
4.41 	4.44 	0 
4.19 	4.41 	0 
4.04 	4.34 	0 
4.66 	4.42 	0 
4.72 	4.76 	0 
4.90 	4.61 	0 
4.85 	4.29 	0 
2.85 	0.51 	0 
3.88 	3.99 	0 
2.51 	0.18 	0 
2.76 	0.29 	0 
1.62 	0.37 	0 
3.23 	2.71 	1 
3.06 	3.15 	1 
2.75 	3.08 	1 
3.09 	3.16 	1 
3.06 	2.98 	1 
3.42 	3.02 	1 
2.68 	2.78 	1 
2.99 	2.69 	1 
3.23 	2.94 	1 
2.93 	3.26 	1 
3.10 	3.00 	1 
2.82 	2.85 	1 
3.28 	3.35 	1 
2.86 	3.14 	1 
2.87 	3.07 	1 
2.78 	2.86 	1 
2.70 	2.86 	1 
2.91 	3.23 	1 
3.18 	2.74 	1 
2.60 	2.95 	1 
3.18 	3.31 	1 
3.05 	3.06 	1 
2.96 	2.90 	1 
2.77 	3.14 	1 
3.21 	3.24 	1 
2.84 	2.88 	1 
2.92 	2.74 	1 
2.80 	2.77 	1 
3.26 	3.13 	1 
3.15 	2.91 	1 
3.10 	2.91 	1 
3.07 	3.14 	1 
3.08 	3.51 	1 
2.79 	3.08 	1 
3.13 	2.79 	1 
3.30 	2.74 	1 
